house_id,actual_price,proj_price,actual_crypto,proj_crypto,bedrooms,bathrooms,acres,floors,waterfront,view,grade,sqft_above,sqft_basement,yr_built
13349,732000,895379.9696,1320,1640,3,3.75,0.149609734,2.5,0,4,8,2020,650,1977
13350,200000,230320.8294,360,420,2,1,0.14295225,1,0,0,6,1000,0,1949
13351,681716,733961.8188,1230,1340,4,2.5,0.167056933,2,0,0,9,3150,0,2006
13352,235000,200442.1819,420,370,3,1.75,0.281129477,1,0,0,6,1520,0,1971
13353,257500,390897.2003,460,720,3,1,0.317378329,1,0,0,7,1210,480,1955
13354,315000,319912.4833,570,590,3,1,0.21802112,1,0,0,7,1070,0,1955
13355,299950,223352.7482,540,410,3,1,0.183654729,1,0,0,6,740,170,1950
13356,530000,439201.6814,960,800,4,2.25,0.198347107,1,0,0,7,1430,700,1969
13357,766500,669918.0095,1380,1230,2,1.75,0.159090909,1,0,0,8,1530,700,1947
13358,860000,1054340.094,1550,1930,4,2.5,0.255257117,1,0,2,10,2290,1270,1986
13359,690000,863443.1894,1250,1580,3,2.5,0.113888889,2,0,0,9,2590,0,1944
13360,551000,459862.5483,990,840,4,1.75,0.145730028,1,0,0,7,1020,1020,1962
13361,530000,501123.7654,960,920,3,2.75,0.462580349,1,0,0,7,2100,0,1955
13362,568000,339329.9533,1030,620,3,1,0.166666667,1.5,0,0,7,1340,0,1953
13363,749950,824443.548,1350,1510,3,2.5,0.24731405,2,0,2,9,2770,0,1992
13364,535000,697574.4917,970,1280,3,2.5,0.288016529,1,0,0,9,2400,0,1983
13365,234300,294882.1447,420,540,3,1,0.224494949,1,0,0,7,1140,0,1963
13366,190000,237342.316,340,430,2,1,0.262855831,1,0,0,6,930,0,1946
13367,525000,374495.0558,950,690,4,1.75,0.151515152,1,0,0,7,1820,0,1960
13368,610000,412880.233,1100,760,4,1,0.085123967,1.5,0,0,7,1390,0,1926
13369,520000,390463.7354,940,720,3,2.5,0.02674472,3,0,0,8,1480,0,2006
13370,375000,250683.3161,680,460,2,1,0.137741047,1,0,0,6,760,0,1942
13371,600000,387323.251,1080,710,3,1.75,0.170247934,1,0,0,7,1150,430,1967
13372,664000,545562.9246,1200,1000,4,2.5,0.371900826,1,0,0,8,1250,620,1974
13373,698000,522214.8964,1260,960,2,1,0.093663912,1,0,0,7,1010,500,1923
13374,418000,232122.8286,750,430,3,2,0.029981635,3,0,0,7,1250,0,2001
13375,271675,412796.32,490,760,3,1.75,0.3,1,0,0,7,1460,680,1974
13376,450000,168209.6373,810,310,3,1,0.207254362,1,0,0,6,1540,0,1968
13377,759000,678011.4652,1370,1240,3,2.25,1.809986226,1.5,0,0,9,2950,0,2006
13378,599950,355666.9217,1080,650,6,3,0.094788797,1,0,0,7,1230,790,1994
13379,810000,810513.4851,1460,1480,4,2.75,0.114784206,1.5,0,0,8,2170,650,1927
13380,331292,340715.7802,600,620,3,1.75,0.229568411,1,0,0,7,1660,0,1972
13381,348000,612448.5839,630,1120,3,1.75,0.055486685,1,0,0,7,930,900,1919
13382,435000,458138.2897,790,840,2,1,0.12855831,1,0,0,7,720,0,1920
13383,530000,502534.8411,960,920,3,2.5,0.208057851,2,0,0,8,2160,0,1992
13384,227000,270944.2318,410,500,3,1.75,0.225826446,2,0,0,7,1510,0,1989
13385,285000,400191.1356,510,730,3,1.5,0.965794307,1,0,0,7,1870,0,1953
13386,740000,626261.42,1340,1150,4,2.25,0.6,1,0,0,8,1640,1220,1977
13387,246000,240441.1193,440,440,3,1,0.209940312,1.5,0,0,6,990,0,1939
13388,260000,439779.9141,470,810,3,1,0.199954086,1,0,0,7,1080,830,1954
13389,366000,316730.1284,660,580,3,2,0.23415978,1,0,0,7,1350,0,1977
13390,594950,696719.0615,1070,1280,4,3.25,0.217630854,2,0,2,7,2557,0,1948
13391,608000,621266.5251,1100,1140,3,2.75,0.114784206,2,0,0,7,1710,900,1946
13392,313100,457681.9015,570,840,3,2,0.272612489,1,0,0,6,1720,0,1905
13393,185000,327565.4013,330,600,3,1.75,0.208562902,1,0,0,7,1170,0,1967
13394,455000,376992.87,820,690,2,1,0.263544536,1,0,0,6,1140,0,1907
13395,235000,640335.8805,420,1170,3,2.5,0.207782369,1,0,0,8,1570,780,1966
13396,230000,276434.5495,410,510,3,1,0.282116621,1,0,0,7,1020,0,1967
13397,770000,569828.1501,1390,1040,4,2.25,0.114784206,1,0,0,7,1460,1270,1955
13398,240000,298967.7583,430,550,4,2.25,0.174793388,2,0,0,7,1830,0,1991
13399,461000,287711.2502,830,530,3,2.5,0.069467401,2,0,0,7,1690,0,2002
13400,1.58E+06,856246.0183,2850,1570,4,2.5,0.241046832,1,0,3,8,1450,1450,1963
13401,1.82E+06,2376988.028,3290,4350,4,4.5,2.036593205,2,0,0,12,6380,0,2006
13402,452000,280552.4591,820,510,3,2.5,0.091827365,2,0,0,7,1690,0,2004
13403,765000,746203.8177,1380,1370,4,2.5,0.11577135,2,0,2,9,2660,0,2003
13404,1.05E+06,1078526.544,1900,1970,4,4,1.23996786,1,0,1,9,2300,2250,1989
13405,546000,399686.8523,990,730,3,3,0.229545455,1,0,0,7,1150,380,1983
13406,781000,711160.2574,1410,1300,3,2.5,0.102456382,1.5,0,0,8,1780,290,1931
13407,538000,362978.0088,970,660,4,1.75,0.182575758,1,0,0,7,1880,0,1965
13408,790000,578126.7726,1430,1060,4,2.5,0.198898072,1,0,0,8,1470,770,1975
13409,696500,665044.3055,1260,1220,4,2.75,0.101010101,1.5,0,0,7,1630,910,1925
13410,276000,280860.0495,500,510,3,2,0.186799816,1,0,0,7,1370,0,1988
13411,269000,212232.6584,490,390,2,1,0.197704316,1,0,0,6,770,0,1953
13412,2.42E+06,3498908.306,4360,6410,5,4.75,0.556703398,2,0,2,13,7880,0,1996
13413,829000,772431.6584,1500,1420,4,2.75,1.369995409,1,0,2,8,1610,1360,1973
13414,122000,250338.5076,220,460,2,1,0.157024793,1,0,0,6,740,0,1942
13415,352500,363465.0991,640,670,3,1.5,0.17630854,1,0,0,7,1360,0,1955
13416,249000,220415.9031,450,400,4,2,0.173553719,1,0,0,6,1280,0,1959
13417,360000,451083.4639,650,830,4,2,0.179132231,1,0,0,7,1080,840,1962
13418,629500,712378.0924,1140,1310,3,2,0.242975207,1,0,0,10,2020,0,1994
13419,1.14E+06,997169.7316,2060,1830,4,2.25,2.930004591,2,0,0,9,3310,0,1924
13420,1.55E+06,812819.7092,2800,1490,2,2.25,0.357966024,1,0,0,8,1560,1390,1942
13421,275000,347528.9036,500,640,3,1.5,0.176652893,1,0,0,7,1320,0,1959
13422,697000,607540.2465,1260,1110,4,2.5,0.159802571,2,0,0,8,3160,0,2005
13423,379500,368235.336,690,670,2,1,0.397956841,1,0,0,7,840,800,1978
13424,720000,858512.4928,1300,1570,3,2.75,1.756910009,1,0,0,10,1640,800,1980
13425,675000,703266.0955,1220,1290,4,2.5,0.127364555,2,0,0,9,3000,0,2006
13426,1.17E+06,982511.3911,2110,1800,5,2.5,0.137741047,2.5,0,0,9,2810,0,1907
13427,1.10E+06,734498.065,1990,1350,3,2,0.158126722,2,0,1,8,2390,0,1939
13428,520000,520337.4011,940,950,4,1,0.080348944,1.5,0,0,7,1260,820,1926
13429,415000,518075.7402,750,950,3,1.75,0.172176309,1.5,0,0,7,1590,1060,1962
13430,415000,390050.2558,750,710,3,2.5,0.035261708,2,0,0,8,1060,0,2000
13431,450000,522159.4936,810,960,3,2.25,0.190817264,1,0,1,7,1220,720,1963
13432,485000,500979.7814,880,920,2,1,0.093663912,1,0,0,8,1080,0,1948
13433,294000,333154.4738,530,610,3,2.25,0.220385675,2,0,0,7,1700,0,1984
13434,1.04E+06,1417673.138,1870,2600,4,3.5,0.244719927,2,0,0,11,4440,0,2003
13435,690000,652783.6441,1250,1200,3,1,0.091827365,2,0,0,8,1580,0,1905
13436,716500,1114138.811,1290,2040,5,2.75,0.882943067,2,0,0,11,3630,0,2000
13437,481000,383654.2274,870,700,2,2.25,0.026101928,3,0,0,8,1290,0,2007
13438,575000,490914.0475,1040,900,4,2.75,0.106404959,1,0,0,7,1000,960,1968
13439,785000,579598.0696,1420,1060,3,2,0.115128558,1.5,0,0,7,2090,0,1920
13440,480000,365917.9102,870,670,3,1.75,1.009986226,1,0,0,7,1960,0,1970
13441,720000,520098.9151,1300,950,3,2.25,0.213429752,2,0,0,8,2120,0,1981
13442,536000,566112.8052,970,1040,3,2.75,0.793112948,2,0,3,7,2290,0,1984
13443,324900,288076.7044,590,530,4,2.5,0.18285124,2,0,0,7,1880,0,2000
13444,265000,247577.0597,480,450,2,1,0.1184573,1,0,0,6,770,0,1943
13445,545000,575162.7159,980,1050,3,2.5,0.07369146,1.5,0,0,7,1010,520,1928
13446,465000,437176.1801,840,800,2,1.5,0.621556474,1,0,0,7,1450,0,1940
13447,292500,322732.4063,530,590,3,2.25,0.168044077,2,0,0,7,1690,0,1987
13448,860000,504745.0136,1550,920,4,1.75,0.085399449,1.5,0,0,7,1880,0,1924
13449,1.05E+06,1197835.847,1890,2200,4,3.25,1.089990817,2,0,0,10,4160,0,1995
13450,495000,307846.5088,890,560,4,2.5,0.166322314,2,0,0,7,2140,0,2003
13451,342000,272289.9763,620,500,2,2,0.033562902,3,0,0,7,1320,0,1997
13452,320000,310713.4915,580,570,4,2.5,0.23073921,2,0,0,7,2000,0,1997
13453,444000,423751.3613,800,780,3,2,0.059917355,2,0,0,8,1460,0,1987
13454,804100,852320.8183,1450,1560,4,2.5,0.185629017,2,0,0,10,3070,0,2005
13455,432000,390958.1104,780,720,3,2.5,0.344352617,1,0,0,7,1660,0,1970
13456,230000,295047.0646,420,540,6,1.5,0.111065197,1.5,0,0,5,1050,760,1905
13457,935000,1157067.614,1690,2120,4,3.5,0.257116621,2,0,0,11,3510,0,2001
13458,634950,783218.855,1150,1440,3,3,0.060835629,1.5,0,0,8,1410,770,1930
13459,780000,787273.8857,1410,1440,6,4,0.131313131,1,0,0,8,1960,1340,1963
13460,611000,502891.2773,1100,920,4,2.5,0.096418733,2,0,0,8,2460,0,1998
13461,475999,492244.8781,860,900,4,1.75,0.095844812,1.5,0,0,7,1090,790,1944
13462,565000,683503.1839,1020,1250,3,2,0.216942149,1,0,0,9,1670,620,1979
13463,630000,542727.0472,1140,990,4,2.5,0.613406795,2,0,0,8,2290,0,1977
13464,840000,1053673.379,1520,1930,4,3.5,0.420890725,2,0,0,10,3120,740,1996
13465,790000,834438.8291,1430,1530,3,2.5,9.918181818,1.5,0,3,10,2640,0,1996
13466,450000,591805.4452,810,1080,5,2.5,4.809986226,1,0,0,7,1930,920,1925
13467,1.27E+06,874196.6441,2300,1600,4,3.25,0.091827365,1.5,0,0,8,1920,1100,1927
13468,520000,561793.3072,940,1030,3,2,0.086317723,1,0,0,7,930,580,1925
13469,446800,515123.02,810,940,4,2,0.2,1,0,0,7,1260,1150,1958
13470,652000,519659.118,1180,950,3,1,0.140541781,1,0,0,8,1200,270,1948
13471,1.17E+06,1055654.033,2110,1940,3,2.75,0.278466483,2,0,3,10,2830,60,1987
13472,745000,989261.0484,1350,1810,4,3.25,0.161248852,2,0,0,10,3490,0,2006
13473,594000,356464.9702,1070,650,3,2.25,0.032277319,2,0,0,8,1060,210,2014
13474,257000,324119.9743,460,590,2,1,0.084940312,1,0,0,6,800,200,1929
13475,485000,549262.2838,880,1010,4,1.75,0.094031221,2,0,0,7,1430,0,1900
13476,330000,225253.8591,600,410,3,1,0.460055096,1,0,0,6,1060,0,1943
13477,381000,207412.034,690,380,3,2,0.205371901,1,0,0,6,940,740,1996
13478,849900,450016.5434,1540,830,2,2,14.71999541,2,0,0,9,2280,0,1990
13479,793000,761590.8964,1430,1400,4,2.5,0.093663912,1.5,0,0,8,1490,960,1930
13480,920000,910348.4171,1660,1670,3,2.25,0.122887971,2,0,4,7,2200,1450,1947
13481,455000,234744.0191,820,430,2,1,0.091827365,1,0,0,6,830,0,1947
13482,975000,1240784.542,1760,2270,4,2.5,0.172038567,2,0,3,11,3490,0,2000
13483,375000,339096.7025,680,620,2,1.5,0.024012856,2,0,0,8,960,90,2007
13484,400000,413449.0065,720,760,2,2.5,0.041574839,2,0,0,8,1170,0,2001
13485,447000,292187.5354,810,540,3,1,0.165289256,1,0,0,7,1220,0,1965
13486,470000,265798.6028,850,490,3,1.75,0.197428834,1,0,0,7,1310,0,1987
13487,665000,604335.0034,1200,1110,4,2.5,0.17405877,2,0,0,8,3130,0,2004
13488,295500,349036.9333,530,640,3,1.75,0.953856749,1.5,0,0,6,1290,300,1933
13489,200000,425118.1405,360,780,4,2.5,0.198301194,2,0,0,8,1720,0,1994
13490,620000,581960.8584,1120,1070,3,2.25,4.869995409,2,0,0,9,1590,930,2005
13491,434900,338991.805,790,620,3,2,0.254063361,1,0,0,7,1140,380,1983
13492,1.33E+06,1042190.382,2400,1910,4,2.25,0.106519743,2,0,0,9,2360,900,1907
13493,1.65E+06,1099666.74,2980,2020,4,3.25,0.172176309,2,0,0,10,3910,0,2006
13494,852500,768838.8504,1540,1410,4,2.5,0.144972452,2,0,0,9,2360,1120,2000
13495,790000,935996.752,1430,1720,3,2.5,0.795913682,2,0,0,10,3040,0,1983
13496,565000,508320.8553,1020,930,4,1.75,0.168732782,1,0,0,8,2030,0,1966
13497,1.13E+06,988366.8408,2040,1810,6,3.25,0.567033976,2,0,0,10,2520,1350,1989
13498,289950,298368.4942,520,550,3,2.5,0.032966024,2,0,0,7,1870,0,2004
13499,850000,726273.7834,1540,1330,2,2,0.319995409,1,0,1,8,1640,1000,1963
13500,505000,582278.2919,910,1070,4,1.75,0.110192837,1,0,0,7,1030,910,1922
13501,372000,360558.3426,670,660,3,2.5,0.129315886,2,0,0,7,1710,0,1981
13502,207000,353160.5564,370,650,4,2,0.177410468,1.5,0,0,7,1690,0,1967
13503,780000,567167.8484,1410,1040,3,1.75,0.240932048,1,0,0,8,2340,0,1967
13504,400000,366384.7199,720,670,4,1.75,0.465633609,1.5,0,0,7,1340,360,1965
13505,440250,426048.291,800,780,3,1.5,0.186501377,1,0,0,7,1850,0,1948
13506,585000,611400.9659,1060,1120,2,2,0.181818182,1,0,0,8,950,420,1949
13507,850000,726658.0372,1540,1330,4,2.5,0.22892562,2,0,0,9,2900,0,1993
13508,570000,438925.0275,1030,800,3,3,0.073278237,2,0,0,7,2400,0,1991
13509,869000,894056.9427,1570,1640,4,3,0.708999082,2,0,0,9,3060,680,1988
13510,551000,421485.2556,1000,770,4,2.75,0.137465565,2,0,0,8,2170,0,2014
13511,172380,161426.4443,310,300,3,1,0.192332415,1,0,0,6,970,0,1962
13512,355000,694157.6852,640,1270,3,2.5,1.809986226,1,0,3,7,1310,1310,1964
13513,728935,742301.7356,1320,1360,4,2.5,0.234022039,2,0,0,9,2980,0,1993
13514,850000,795014.2318,1540,1460,3,2.5,0.044054178,2,0,2,9,2340,0,1981
13515,515000,342257.2434,930,630,5,1.75,1.119995409,2,0,0,6,1880,0,1922
13516,215000,498903.6741,390,910,2,1,0.122245179,1,0,0,7,1120,360,1925
13517,220000,408811.5792,400,750,4,2.5,0.225573921,1,0,0,7,1370,870,1988
13518,845000,697497.9842,1530,1280,4,2.5,0.176193756,2,0,0,9,2940,0,2004
13519,390000,336445.6591,710,620,1,1,0.091827365,1,0,0,6,610,100,1928
13520,135000,100437.3051,240,180,4,1,0.426974288,1.5,0,0,5,1460,0,1940
13521,439000,512230.3302,790,940,3,1,0.43634068,1,0,0,8,1290,240,1949
13522,585000,658426.8999,1060,1210,4,2.5,0.141988062,2,0,0,9,2630,0,1999
13523,620000,636922.3292,1120,1170,5,1,0.385674931,1.5,0,3,7,1700,530,1923
13524,477000,486612.9977,860,890,3,1,0.082644628,1,0,0,7,960,0,1906
13525,399500,336795.0475,720,620,2,1.5,0.03953168,2,0,0,8,1180,0,2006
13526,500000,1184321.327,900,2170,2,1,0.627456382,1,1,4,7,1300,460,1951
13527,432500,454700.4797,780,830,3,2.5,0.20355831,2,0,0,8,1340,0,1984
13528,940000,792881.3996,1700,1450,4,2.25,0.428673095,1,0,0,9,1650,1150,1965
13529,3.17E+06,1485249.245,5730,2720,5,3.5,0.275,1,0,4,12,2090,2240,2008
13530,1.08E+06,1238701.916,1950,2270,3,2.5,0.266528926,2,0,0,11,3720,0,1982
13531,229999,371076.9783,420,680,4,2,0.119375574,1,0,0,7,1030,640,1977
13532,233000,321496.9708,420,590,3,1,0.175780533,1,0,0,7,1100,0,1955
13533,600000,628454.6506,1090,1150,3,2.5,0.184022039,2,0,0,8,2910,330,2004
13534,334000,367150.1811,600,670,4,1.5,0.174931129,1,0,0,7,1180,500,1965
13535,332500,336248.2896,600,620,3,1,0.187419651,1,0,0,7,1030,0,1950
13536,249900,404570.7184,450,740,3,2.5,0.176767677,1,0,0,7,1120,510,1978
13537,310000,672034.6812,560,1230,3,2,0.279614325,1,0,0,7,1670,940,1918
13538,200000,310740.7455,360,570,2,1,0.195592287,1,0,0,6,1250,0,1928
13539,310000,313979.7995,560,580,4,1.75,0.257116621,1,0,0,7,1480,0,1969
13540,230000,75003.59114,420,140,3,1,0.137741047,1,0,0,5,1390,0,1954
13541,420000,437613.7981,760,800,4,2.5,0.124288338,2,0,0,8,1940,0,1997
13542,785000,698946.4086,1420,1280,4,2.5,0.109044995,2,0,0,9,2960,0,2005
13543,1.78E+06,1118556.642,3210,2050,3,2.25,0.441345271,1,0,0,10,2160,2160,1972
13544,265000,390119.7744,480,720,5,1.5,0.163269054,1,0,0,6,760,740,1920
13545,295000,219108.3594,530,400,2,1,0.240243343,1,0,0,6,840,0,1951
13546,896000,1129121.987,1620,2070,4,2.5,1.070798898,2,0,0,11,3560,0,1992
13547,415000,703868.1003,750,1290,4,2.75,0.228833792,1,0,0,9,1390,1000,1989
13548,250000,238973.7879,450,440,3,1.75,0.125757576,1,0,0,6,1200,0,1955
13549,1.48E+06,987335.1851,2670,1810,3,2.5,0.114784206,2,0,0,11,2570,0,1984
13550,635000,566443.6511,1150,1040,5,2.25,0.137741047,1,0,0,8,1430,750,1966
13551,905000,1009347.738,1640,1850,3,2.5,1.119995409,2,0,0,10,3450,0,1987
13552,528000,316814.0683,960,580,3,2.5,0.128856749,2,0,0,7,2020,0,2003
13553,530000,680553.6659,960,1250,3,2.5,0.171717172,2,0,0,9,2480,0,1992
13554,310000,241358.3465,560,440,3,1.5,0.071258035,2,0,0,7,1140,0,1988
13555,252000,326841.8284,460,600,3,1,0.217286501,1,0,0,7,1530,0,1960
13556,334500,442436.8828,610,810,3,2,0.187327824,1,0,0,7,1120,580,1961
13557,370000,571543.3469,670,1050,3,1,0.194674013,1,0,0,8,1610,540,1951
13558,311000,379512.0486,560,700,3,2,0.179981635,1.5,0,0,6,1190,0,1918
13559,260000,509490.9126,470,930,3,2.75,0.094834711,2,0,2,7,1480,250,1975
13560,217500,280913.0937,390,520,3,1.75,0.219146006,1,0,0,7,1400,0,1984
13561,290000,339473.7759,520,620,3,2.5,0.097337006,2,0,0,7,2200,0,2003
13562,500000,254030.9637,900,470,3,1.5,0.105601469,1,0,0,6,960,0,1944
13563,423500,520199.2961,770,950,3,2,0.137741047,1,0,3,7,1100,670,1984
13564,715000,700624.4866,1290,1280,4,2.5,0.131359045,2,0,0,9,2970,0,2005
13565,299000,306865.532,540,560,3,2.5,0.071648301,2,0,0,7,1590,0,1994
13566,635000,627844.5199,1150,1150,3,2.5,0.091988062,2,0,0,8,2550,800,2005
13567,806000,938693.0348,1460,1720,4,2.5,0.221051423,2,0,0,10,3370,0,1999
13568,289950,307290.0418,520,560,3,2.5,0.079889807,2,0,0,7,1960,0,2004
13569,280000,289749.0447,510,530,3,1.75,0.151584022,1,0,0,7,1360,0,1981
13570,479950,690675.9761,870,1270,3,2.5,0.137741047,2,0,0,9,2780,0,2004
13571,394000,451420.2863,710,830,4,2.5,0.224816345,2,0,0,7,3000,0,2002
13572,682000,848639.3634,1230,1560,4,2.5,4.669995409,2,0,0,9,3400,200,1979
13573,409950,337264.2931,740,620,2,1,0.068870523,1,0,0,6,990,0,1918
13574,1.00E+06,1213542.457,1810,2230,4,3.5,0.096418733,2,0,4,9,2000,990,1925
13575,436000,559765.5758,790,1030,4,1,0.151515152,1.5,0,2,7,1200,0,1908
13576,279000,403543.9372,500,740,3,1,0.366735537,1,0,0,7,970,560,1952
13577,390000,616518.3728,710,1130,1,1.75,0.112947658,1,0,0,7,720,720,1923
13578,635000,1015162.277,1150,1860,3,1.75,3.836662075,1,1,1,7,1480,460,1955
13579,304400,367092.9448,550,670,4,2.75,0.185950413,2,0,0,7,2140,0,1990
13580,780000,565099.6909,1410,1040,5,1.75,0.087235996,1.5,0,0,7,1360,970,1927
13581,520000,625311.6674,940,1150,4,3.5,4.825550964,2,0,0,8,2734,0,1974
13582,580000,390668.3527,1050,720,3,1.75,0.244100092,1,0,0,7,1250,700,1978
13583,274000,337105.8844,500,620,3,1.75,0.165243343,1,0,0,7,990,450,1981
13584,315000,365647.9044,570,670,3,2.25,0.181496786,1,0,0,7,1150,380,1980
13585,390000,455592.9013,710,840,4,1.75,1.780853994,1,0,0,8,1910,0,1971
13586,340000,373080.8557,610,680,5,2,0.188705234,1,0,0,7,1750,0,1956
13587,502000,448958.6292,910,820,3,2.25,1.047130395,2,0,0,8,1600,0,1983
13588,260000,494049.9351,470,910,3,1.75,0.256657484,1,0,0,8,1750,0,1968
13589,399000,359527.4569,720,660,2,1,0.110192837,1,0,0,6,940,0,1911
13590,312500,462658.2994,560,850,2,1,0.145661157,1,0,0,7,880,0,1919
13591,370000,461031.9216,670,850,3,1.75,0.189485767,1,0,0,7,1060,590,1951
13592,1.24E+06,1083008.223,2240,1990,4,3.5,0.303581267,2,0,0,10,3280,540,1990
13593,230000,497736.4628,420,910,3,1.5,0.22107438,1,0,0,8,1900,0,1967
13594,1.28E+06,1086908.517,2300,1990,4,1.75,0.193939394,1,0,3,9,1960,1760,1947
13595,294350,325218.981,530,600,3,1,0.117539027,1.5,0,0,6,1210,200,1925
13596,208950,50497.22634,380,90,3,1,0.130853994,1,0,0,5,960,0,1956
13597,515000,410005.9758,930,750,2,1.75,0.127869605,1,0,0,8,1930,0,2005
13598,965000,1099756.18,1740,2020,4,2.5,0.219811754,2,0,0,11,3420,0,1994
13599,925000,1078800.104,1670,1980,4,2.75,0.07805326,2,0,2,9,2240,770,1923
13600,654500,502801.0101,1180,920,4,1,0.114784206,1.5,0,0,8,1780,0,1947
13601,364000,547782.0546,660,1000,4,2.5,0.253673095,1,0,0,8,2080,0,1969
13602,150000,385218.7621,270,710,2,1,0.119559229,1,0,0,7,1050,200,1951
13603,349950,492572.9148,630,900,5,3,0.232254362,1,0,0,8,1363,894,2005
13604,585000,533651.9851,1060,980,3,1.5,0.114784206,1.5,0,0,7,1670,0,1912
13605,801501,648249.4163,1450,1190,4,2.25,0.309917355,2,0,0,9,2250,0,1980
13606,610000,204258.6018,1100,370,3,1.75,5.089990817,1,0,0,7,1650,0,1992
13607,382000,562418.0685,690,1030,5,2.25,0.274678604,2,0,0,8,2880,0,1990
13608,495000,934023.9831,890,1710,4,3,9.26751607,2,0,2,9,3620,0,1980
13609,447500,587465.066,810,1080,3,1.75,0.149311295,1,0,0,8,1530,420,1953
13610,575000,496627.2255,1040,910,4,2.5,0.217883379,1,0,0,7,1290,990,1966
13611,565000,746547.3471,1020,1370,2,1.75,0.1087236,1.5,0,2,7,1040,700,1907
13612,348580,288548.2204,630,530,3,1,0.180808081,1,0,0,7,1220,0,1966
13613,459000,513169.9393,830,940,4,1.75,0.22275023,1,0,0,8,1660,600,1978
13614,375000,369308.2852,680,680,4,2,1.409986226,2,0,2,7,1790,0,1988
13615,310000,363381.998,560,670,4,2.5,0.162832874,2,0,0,7,2440,0,1999
13616,210000,334403.4738,380,610,3,1.5,0.220385675,1,0,0,7,1400,0,1964
13617,384205,404638.4192,690,740,3,2.75,0.075573921,2,0,0,8,1810,0,2014
13618,180000,523092.8471,330,960,2,1,0.103305785,1,0,0,7,900,500,1922
13619,310000,523092.8471,560,960,2,1,0.103305785,1,0,0,7,900,500,1922
13620,427500,302771.9832,770,560,4,2.5,0.144490358,2,0,0,7,2010,0,2000
13621,780000,837305.4629,1410,1540,3,3,0.049403122,1.5,0,0,8,1560,960,1925
13622,1.76E+06,913920.1764,3180,1680,3,2.25,0.367309458,2,0,0,10,3060,0,1988
13623,339950,286165.7391,610,520,4,2.5,0.091827365,2,0,0,7,2150,0,2010
13624,820000,876645.2987,1480,1610,3,2.25,0.223829201,2,0,0,10,2880,0,1989
13625,398000,371740.1637,720,680,2,2,0.088728191,1,0,0,8,1300,0,2006
13626,492000,602470.0644,890,1100,3,1.75,0.916597796,1,0,0,8,1580,1190,1978
13627,240000,562305.7068,430,1030,4,1.5,0.339990817,1,0,0,8,1180,600,1950
13628,599950,1120620.016,1080,2060,4,3.5,0.345018365,2,0,2,10,2440,1290,1991
13629,105500,154368.512,190,280,2,1,0.17768595,1,0,0,5,930,0,1932
13630,445000,154368.512,800,280,2,1,0.17768595,1,0,0,5,930,0,1932
13631,390500,284782.6809,710,520,2,1.75,9.789944904,1,0,0,7,960,500,1966
13632,255000,256862.3898,460,470,3,2,0.194077135,1,0,0,7,1310,0,1994
13633,675750,715926.7479,1220,1310,4,2.5,0.235858586,2,0,0,9,2770,0,1989
13634,1.64E+06,1363584.77,2960,2500,3,3.25,0.125,2,0,3,10,2240,900,1913
13635,353500,263146.8781,640,480,4,2.5,0.212098255,2,0,0,7,1770,0,2004
13636,765000,329740.4773,1380,600,3,1,0.17412764,1,0,0,7,1220,0,1954
13637,563500,460791.179,1020,850,4,2.5,0.113498623,2,0,0,8,2190,0,1999
13638,439000,524196.9093,790,960,4,2,0.125459137,1,0,0,7,900,900,1942
13639,975000,912580.3418,1760,1670,5,2.75,0.229889807,1,0,2,9,1660,1440,1973
13640,469900,335135.3225,850,610,3,2.5,0.100987144,2,0,0,7,2270,0,2007
13641,252000,225325.8939,460,410,3,1,0.187878788,2,0,0,6,1300,0,1947
13642,495000,423824,890,780,3,2,0.213498623,1,0,0,7,1769,0,1955
13643,570000,707682.2991,1030,1300,6,2.5,0.358700643,1,0,0,8,1770,1600,1964
13644,327000,269261.1359,590,490,4,2.5,0.123071625,2,0,0,7,1630,0,1999
13645,898000,712666.7338,1620,1310,2,2.25,0.175803489,1,0,0,8,1480,990,1954
13646,300000,506834.3848,540,930,4,2.5,0.196786042,2,0,0,8,2600,0,2003
13647,418500,519039.2773,760,950,3,2,0.285583104,1,0,0,8,1220,580,1978
13648,450000,337493.6912,810,620,4,2.5,0.105968779,2,0,0,7,1840,400,2001
13649,403000,676641.7299,730,1240,3,2,0.300734619,1,0,2,8,1650,310,1957
13650,440000,496275.5253,800,910,3,1,0.150505051,1.5,0,0,7,1200,510,1926
13651,350000,457429.6085,630,840,4,1.75,0.113842975,1,0,0,7,1080,1060,1965
13652,240000,364679.8893,430,670,3,2,0.142332415,1,0,0,6,700,700,1948
13653,460000,348842.7487,830,640,2,1,0.048209366,1,0,0,6,760,130,1919
13654,825000,589166.8441,1490,1080,4,1,0.091827365,2,0,0,8,1820,0,1923
13655,267500,374907.5123,480,690,3,2.25,0.275482094,1,0,0,7,1860,0,1976
13656,201000,263379.9865,360,480,3,1,0.515220386,1,0,0,7,1220,0,1972
13657,479500,482892.9135,870,890,3,2.75,0.106450872,2,0,0,8,2300,0,2008
13658,210000,288932.0203,380,530,2,1,0.107897153,2,0,0,7,1520,0,1978
13659,445000,545864.8854,800,1000,2,1,0.074035813,1,0,0,7,960,480,1915
13660,265000,379237.4622,480,700,3,1.75,0.187052342,1,0,0,7,1170,0,1952
13661,399000,379237.4622,720,700,3,1.75,0.187052342,1,0,0,7,1170,0,1952
